DATE,lat,long,easting,northing,FloodProb
2019-07-27,51.15202731,-3.377201105,303774.1339,140098.6108,Zero
2019-07-27,51.15202731,-3.377201105,303774.1339,140098.6108,Zero
2019-07-27,51.15202731,-3.377201105,303774.1339,140098.6108,Zero
2019-07-27,51.15202731,-3.377201105,303774.1339,140098.6108,Zero
2019-07-27,51.15202731,-3.377201105,303774.1339,140098.6108,Zero
2019-07-27,53.453117,0.013814935,533822.1168,397038.8221,Zero
2019-07-27,53.10873665,-0.310522364,513192.4751,358171.9017,High
2019-07-27,50.52933988,-4.742841022,205700.0949,73545.10769,Zero
2019-07-27,53.09959047,-0.642693731,490977.1914,356681.6571,Zero
2019-07-27,53.09959047,-0.642693731,490977.1914,356681.6571,Zero
2019-07-27,52.89074013,-0.294456524,514844.3816,333949.3067,Zero
2019-07-27,52.89074013,-0.294456524,514844.3816,333949.3067,Zero
2019-07-28,53.21743152,-0.55319817,496704.2101,369907.3255,Low
2019-07-28,53.10637739,-1.865303356,409114.8518,356584.5799,Zero
2019-07-28,53.10637739,-1.865303356,409114.8518,356584.5799,Zero
2019-07-28,53.10637739,-1.865303356,409114.8518,356584.5799,Zero
2019-07-28,52.76240114,-1.89520112,407168.9865,318316.0311,Zero
2019-07-28,52.76240114,-1.89520112,407168.9865,318316.0311,Zero
2019-07-28,52.76240114,-1.89520112,407168.9865,318316.0311,Zero
2019-07-28,52.76240114,-1.89520112,407168.9865,318316.0311,Zero
2019-07-28,52.76240114,-1.89520112,407168.9865,318316.0311,Zero
2019-07-28,53.09071977,-0.197099724,520834.8527,356352.9334,High
2019-07-28,53.68472415,-2.728241215,352000.6339,421165.1217,Zero
2019-07-28,53.68472415,-2.728241215,352000.6339,421165.1217,Zero
2019-07-28,53.68472415,-2.728241215,352000.6339,421165.1217,Zero
2019-07-28,52.65512325,-1.228851716,452261.6972,306656.2573,Zero
2019-07-28,53.04471785,-2.559091583,362614.2446,349863.009,Zero
2019-07-28,53.04471785,-2.559091583,362614.2446,349863.009,Zero
2019-07-28,50.38292626,-3.974419939,259723.4403,55534.54609,Zero
2019-07-28,50.38292626,-3.974419939,259723.4403,55534.54609,Zero
2019-07-28,53.43602041,-2.627051288,358439.9433,393432.2157,Zero
2019-07-28,53.43602041,-2.627051288,358439.9433,393432.2157,Zero
2019-07-28,53.43602041,-2.627051288,358439.9433,393432.2157,Zero
2019-07-28,53.43602041,-2.627051288,358439.9433,393432.2157,Zero
2019-07-29,53.43602041,-2.627051288,358439.9433,393432.2157,Zero
2019-07-29,53.43602041,-2.627051288,358439.9433,393432.2157,Zero
2019-07-29,53.43602041,-2.627051288,358439.9433,393432.2157,Zero
2019-07-30,51.2400946,-2.347900296,375810.0249,149048.228,Zero
2019-07-30,53.5784776,-2.737248409,351283.2391,409350.8816,Zero
2019-07-30,53.5784776,-2.737248409,351283.2391,409350.8816,Zero
2019-07-30,51.69438607,-2.565508056,361009.4544,199666.6211,Zero
2019-07-30,51.69438607,-2.565508056,361009.4544,199666.6211,Zero
2019-07-30,51.69438607,-2.565508056,361009.4544,199666.6211,Zero
2019-07-30,51.69438607,-2.565508056,361009.4544,199666.6211,Zero
2019-07-30,51.69438607,-2.565508056,361009.4544,199666.6211,Zero
2019-07-30,52.23827584,-1.632155807,425216.0319,260073.1647,Zero
2019-07-30,52.23827584,-1.632155807,425216.0319,260073.1647,Zero
2019-07-30,52.08836655,-2.098589451,393341.7819,243339.8268,Zero
2019-07-30,52.08836655,-2.098589451,393341.7819,243339.8268,Zero
2019-07-30,52.26387816,-1.843474143,410779.5358,262868.7807,Zero
2019-07-30,52.26387816,-1.843474143,410779.5358,262868.7807,Zero
2019-07-30,52.26387816,-1.843474143,410779.5358,262868.7807,Zero
2019-07-30,52.26387816,-1.843474143,410779.5358,262868.7807,Zero
2019-07-30,52.26387816,-1.843474143,410779.5358,262868.7807,Zero
2019-07-30,51.93963675,-2.216365845,385222.772,226814.7053,High
2019-07-31,51.93963675,-2.216365845,385222.772,226814.7053,High
2019-07-31,51.93963675,-2.216365845,385222.772,226814.7053,High
2019-07-31,51.93963675,-2.216365845,385222.772,226814.7053,High
2019-07-31,51.93963675,-2.216365845,385222.772,226814.7053,High
2019-07-31,51.92381853,-2.14904947,389846.8117,225043.6917,High
2019-07-31,51.92381853,-2.14904947,389846.8117,225043.6917,High
2019-07-31,52.95234087,-1.176926286,455395.9196,339757.0689,Zero
